appverbobraga-web  |   from authlib.jose import ECKey
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47458 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
appverbobraga-web  | INFO  [alembic.runtime.migration] Will assume transactional DDL.
appverbobraga-web  | Database migrated to head: postgresql+psycopg://postgres:***@db:5432/app_igreja
appverbobraga-web  | /usr/local/lib/python3.12/site-packages/authlib/_joserfc_helpers.py:8: AuthlibDeprecationWarning: authlib.jose module is deprecated, please use joserfc instead.
appverbobraga-web  | It will be compatible before version 2.0.0.
appverbobraga-web  |   from authlib.jose import ECKey
appverbobraga-web  | INFO:     Started server process [8]
appverbobraga-web  | INFO:     Waiting for application startup.
appverbobraga-web  | INFO:     Application startup complete.
appverbobraga-web  | INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
appverbobraga-web  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
appverbobraga-web  | INFO  [alembic.runtime.migration] Will assume transactional DDL.
appverbobraga-web  | Database migrated to head: postgresql+psycopg://postgres:***@db:5432/app_igreja
appverbobraga-web  | /usr/local/lib/python3.12/site-packages/authlib/_joserfc_helpers.py:8: AuthlibDeprecationWarning: authlib.jose module is deprecated, please use joserfc instead.
appverbobraga-web  | It will be compatible before version 2.0.0.
appverbobraga-web  |   from authlib.jose import ECKey
appverbobraga-web  | INFO:     Started server process [8]
appverbobraga-web  | INFO:     Waiting for application startup.
appverbobraga-web  | INFO:     Application startup complete.
appverbobraga-web  | INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
appverbobraga-web  | INFO:     172.19.0.1:53076 - "GET /users/new?menu=administrativo&admin_tab=entidade HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:53086 - "GET /static/css/new_user.css?v=20260506-utilizador-sem-card-interno-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53076 - "GET /static/css/ui-standards.css?v=20260506-subprocess-create-trigger-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /static/css/modules/sidebar_sections_layout_v1.css?v=20260506-remover-card-interno-utilizador-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53106 - "GET /static/css/modules/admin_table_search_v1.css?v=20260506-admin-table-search-v2 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53100 - "GET /static/css/modules/configurable_items_manager_v1.css?v=20260430-fields-config-v6-static-grid HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53078 - "GET /static/css/modules/admin_status_tables_v1.css?v=20260504-admin-status-tables-pagination-v2 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53076 - "GET /static/js/modules/ui_text_cleanup.js?v=20260429b HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /static/js/modules/admin_tabs_equal_width_v1.js?v=20260501-equal-tabs-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53086 - "GET /static/css/modules/admin_subprocesses_v1.css?v=20260506-sessoes-inativas-delete-icon-v2 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /static/entities/entity_logo_54d58bba646a108c4b0f.png HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53086 - "GET /static/js/modules/configurable_items_manager_core_v1.js?v=20260430-final-buttons-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53106 - "GET /static/js/new_user.js?v=20260506-menu-create-block-v5 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53076 - "GET /static/js/modules/process_quantity_fields_manager_v1.js?v=20260502-process-quantity-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53086 - "GET /static/js/modules/process_additional_fields_manager_v3.js?v=20260430-final-buttons-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53100 - "GET /static/js/modules/admin_table_search_manager_v1.js?v=20260506-admin-table-search-v2 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /static/js/modules/process_lists_manager_v1.js?v=20260430-lists-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53078 - "GET /static/js/modules/process_subsequent_fields_manager_v1.js?v=20260430-subsequent-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53076 - "GET /static/js/modules/return_after_save.js?v=20260506-fechar-edicao-apos-guardar-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53100 - "GET /static/js/modules/profile_field_order.js?v=20260502-meu-perfil-order-v4 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53086 - "GET /static/js/modules/process_lists_runtime_v5.js?v=20260429e HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /static/js/modules/top_menu_active_v1.js?v=20260505-bloquear-sessoes-sidebar-legado-v39 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53078 - "GET /static/js/modules/settings_edit_focus_mode.js?v=20260427a HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53106 - "GET /static/js/modules/settings_process_tabs.js?v=20260427a HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53078 - "GET /static/js/modules/sidebar_sections_autosave_v1.js?v=20260430-sidebar-sections-v1a-no-refresh HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53086 - "GET /static/js/modules/admin_subprocesses_v1.js?v=20260505-bloquear-sessoes-sidebar-legado-v39 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53106 - "GET /static/js/modules/sidebar_global_refresh_v1.js?v=20260430-sidebar-global-refresh-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /static/js/modules/process_fields_config_manager_v7.js?v=20260502-process-fields-v7-header-load-fix-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /favicon.ico HTTP/1.1" 404 Not Found
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:53102 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=utilizador HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=sessoes&sidebar_sections_tab=sessoes&target=admin-sidebar-sections-card HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=utilizador HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=entidade HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=utilizador HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=sessoes&sidebar_sections_tab=sessoes&target=admin-sidebar-sections-card HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=utilizador HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=entidade HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=utilizador HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=sessoes&sidebar_sections_tab=sessoes&target=admin-sidebar-sections-card HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /users/new?menu=administrativo&admin_tab=menu HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34482 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34482 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34482 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34482 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:56106 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:56106 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:56106 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:37504 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:37504 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:51160 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:51160 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:59946 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:59946 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:59946 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:59946 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:59946 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:57138 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:33632 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40144 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40144 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40156 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40156 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40156 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40156 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40156 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40156 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40156 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:40156 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42504 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42504 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:51722 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:51722 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:47440 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:59078 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:45636 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:44478 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:36886 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34506 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
appverbobraga-web  | INFO  [alembic.runtime.migration] Will assume transactional DDL.
appverbobraga-web  | Database migrated to head: postgresql+psycopg://postgres:***@db:5432/app_igreja
appverbobraga-web  | /usr/local/lib/python3.12/site-packages/authlib/_joserfc_helpers.py:8: AuthlibDeprecationWarning: authlib.jose module is deprecated, please use joserfc instead.
appverbobraga-web  | It will be compatible before version 2.0.0.
appverbobraga-web  |   from authlib.jose import ECKey
appverbobraga-web  | INFO:     Started server process [8]
appverbobraga-web  | INFO:     Waiting for application startup.
appverbobraga-web  | INFO:     Application startup complete.
appverbobraga-web  | INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
appverbobraga-web  | INFO:     172.19.0.1:52396 - "GET /users/new?menu=administrativo&admin_tab=menu HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52396 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52396 - "GET /users/new?menu=administrativo&admin_tab=menu HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52396 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52396 - "GET /users/new?menu=administrativo&admin_tab=entidade HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52396 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52396 - "GET /users/new?menu=administrativo&admin_tab=utilizador HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52396 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:52382 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:53498 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:53152 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:55942 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /users/new?menu=administrativo&admin_tab=utilizador HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42188 - "GET /users/new?menu=administrativo&admin_tab=menu HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /static/css/ui-standards.css?v=20260506-subprocess-create-trigger-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48644 - "GET /static/css/new_user.css?v=20260506-utilizador-sem-card-interno-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:42188 - "GET /static/css/modules/admin_subprocesses_v1.css?v=20260506-sessoes-inativas-delete-icon-v2 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48646 - "GET /static/css/modules/admin_table_search_v1.css?v=20260506-admin-table-search-v2 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48676 - "GET /static/css/modules/sidebar_sections_layout_v1.css?v=20260506-remover-card-interno-utilizador-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48674 - "GET /static/css/modules/admin_status_tables_v1.css?v=20260504-admin-status-tables-pagination-v2 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48676 - "GET /static/js/new_user.js?v=20260506-menu-create-block-v5 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48674 - "GET /static/js/modules/admin_table_search_manager_v1.js?v=20260506-admin-table-search-v2 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48676 - "GET /static/js/modules/menu_section_form.js?v=20260427c HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48646 - "GET /static/js/modules/settings_default_tab.js?v=20260427b HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:42188 - "GET /static/js/modules/sidebar_sections_autosave_v1.js?v=20260430-sidebar-sections-v1a-no-refresh HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48644 - "GET /static/js/modules/return_after_save.js?v=20260506-fechar-edicao-apos-guardar-v1 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:48674 - "GET /static/js/modules/top_menu_active_v1.js?v=20260505-bloquear-sessoes-sidebar-legado-v39 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /static/js/modules/admin_subprocesses_v1.js?v=20260505-bloquear-sessoes-sidebar-legado-v39 HTTP/1.1" 304 Not Modified
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:42190 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:48080 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:48080 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:48080 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:48080 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:32840 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:34922 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
appverbobraga-web  | INFO  [alembic.runtime.migration] Will assume transactional DDL.
appverbobraga-web  | Database migrated to head: postgresql+psycopg://postgres:***@db:5432/app_igreja
appverbobraga-web  | /usr/local/lib/python3.12/site-packages/authlib/_joserfc_helpers.py:8: AuthlibDeprecationWarning: authlib.jose module is deprecated, please use joserfc instead.
appverbobraga-web  | It will be compatible before version 2.0.0.
appverbobraga-web  |   from authlib.jose import ECKey
appverbobraga-web  | INFO:     Started server process [8]
appverbobraga-web  | INFO:     Waiting for application startup.
appverbobraga-web  | INFO:     Application startup complete.
appverbobraga-web  | INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
appverbobraga-web  | INFO:     172.19.0.1:60572 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
appverbobraga-web  | INFO:     172.19.0.1:60572 - "GET /settings/menu/sidebar-refresh-version HTTP/1.1" 200 OK
